Title,Details
The Top 5 Golden Globes 2012 Red Carpet Trends,"Best Actress nominee Lady Gaga arrived at the 2019 Oscars in a custom Alexander McQueen gown with major Audrey Hepburn vibes—and one of the most iconic pieces of jewelry in history.The Tiffany diamond, the most notable piece in the Tiffany & Co. archives, is a 128.54-carat fancy yellow diamond which typically sits on display (under lock and key) in the brand's Fifth Avenue flagship location. Given the value and its place in the 142-year history of the brand, this is only its third occasion being worn publicly. CourtesyThe diamond was first discovered in South Africa in 1877, and was acquired by Tiffany one year later. Upon its discovery, the stone was 287.42 carats, and was later cut down by Dr. George Frederick Kunz, Tiffany's chief gemologist at the time, into its current shape, a cushion-cut brilliant with 82 facets—24 more facets than a standard brilliant-cut stone.More From Harper's BAZAARGetty ImagesGetty ImagesGetty ImagesThe Tiffany diamond was first worn by Mrs. Mary Whitehouse at the 1957 Tiffany Ball in Newport, Rhode Island. Following that public appearance, Audrey Hepburn was granted permission to wear the diamond, in a Jean Schlumberger necklace of diamond ribbons surrounding the stone, for publicity photographs for her iconic role in Breakfast at Tiffany's. According to the brand, ""For Tiffany’s 175th anniversary in 2012, this priceless gem was reset in a magnificent necklace of dazzling white diamonds, totaling over 100 carats."" CourtesyThe Tiffany Diamond has never been worn to an award show in its history.  As for the price of the necklace in its current setting, the piece is not for sale, although it once was. Tiffany & Co. famously published an advertisement for the diamond in 1972 in the New York Times, offering any interested parties 24 hours to purchase the stone for $5,000,000 (almost $30,000,000 today). According to Tiffany, ""whether for reasons of thrift or disbelief, there were no buyers.""Lady Gaga, the singer-songwriter-turned-actress, is known for making history, so it comes as no surprise that her nomination for a Best Actress Oscar offers an ideal setting for the diamond's first-ever appearance on the red carpet..Carrie GoldbergWeddings & Travel DirectorCarrie Goldberg is HarpersBAZAAR.com’s Weddings & Travel Director. She oversees the site’s BAZAAR Bride channel, travel & dining content, and styles fashion and bridal editorials for BAZAAR.com. When she’s not traveling, she spends her free time in her hometown–New York City–where there is no shortage of new places to shop, eat, drink, see and explore."
Rihanna Looks Gorgeous in a Sheer Gown and Gold Body Jewelry,"Launched in February this year, Noémie is a new fine jewelry label with a twist: each 18K piece is uniquely and beautifully made, but at a fraction of the cost. Diamonds are conflict-free, and pieces can be purchasedonline, and viewed at the brand's New York showroom, called The Loft.The line is currently comprised of two collections, the ""classic,"" which provides staples every woman should have in her jewelry collection, and the ""elephant"" collection (a piece is shown above). ""I love elephants and the values associated with them,"" says Noémie founder, Yuvi Alpert. ""Elephants are very family oriented, loyal and compassionate to each other. The elephant in the Noémie logo represents our dedication to our customers and our goal to revive the notion of a trusted family jeweler. The palm tree shows the elephant freely roaming in its habitat and symbolizes our fresh approach to the fine jewelry industry.""Available as a necklace, earrings, and bracelet, the collection is available to purchase at hellonoemie.com.More From Harper's BAZAAR"
The Best Jewelry from Amazon's Luxury Stores,"Splash NewsYesterday, Kendall Jenner and A$AP Rocky went jewelry shopping in New York City together, once again fueling rumors that the fashion-forward celebs are dating. Kylie and Tyga tagged along, as they made a few stops in NYC's Diamond District and SoHo neighborhood. (Sister double date, perhaps?)Getty ImagesKendall, 21, and A$AP, 28, stopped by Rafaello & Co. and Ovadia & Sons, where the rapper purchased a few items from the new collection, E! News reports. Apparently, the pair served as supportive shopping buddies and helped each other pick things out.This content is imported from twitter. You may be able to find the same content in another format, or you may be able to find more information, at their web site.ASAP ROCKY & Kendall Jenner Spotted shopping together in New York today🎌 pic.twitter.com/wQFT4N4MFK— Outlander Magazine (@StreetFashion01) January 18, 2017 View full post on TwitterJenner even helped Rocky try on a new chain:More From Harper's BAZAARGetty ImagesAnd he helped her apply chapstick:Splash NewsThe two have not publicly confirmed or commented on their supposed relationship, but the common dates and romantic gestures speak volumes. Erica GonzalesErica Gonzales is the Senior Culture Editor at ELLE.com, where she oversees coverage on TV, movies, music, books, and more. She was previously an editor at HarpersBAZAAR.com. There is a 75 percent chance she's listening to Lorde right now."
Chanel Just Unveiled Its Most Opulent Jewelry in 90 Years,"Pinterest and Instagram are to thank for the stylistic sameness weddings across the board have reached; over-saturated trends have for too long been in favor, rather than daring to be different, or opting for a more personalized approach to wedding planning. From cheesy accessories to repetitive tabletop, florals, and decor motifs, here are the wedding trends we never want to see again—and the ways to reinvent them moving forward.1. BOHO CHICIs it really that chic? We've seen far too many chalkboard signs, rustic details, barns for barns-sake, naked cakes and Coachella-chic wedding gowns for our liking. If you do choose to wed on a farm, don't spend your energy bringing DIY, crafty, or contrasting decor inside. Instead, embrace your surroundings. This trend is at the top of our list thanks to one too many weddings that used a barn as their backdrop when they were better off at a chic hotel, a vineyard or in their backyard. Go all in on your setting in an authentic way; or, should you choose to bring in exterior inspirations, get inspired by a destination that speaks to the carefree, effortless, laid-back vibes you're clearly after. Taking cues from a rich culture that embodies the lax (yet luxe) feelings you crave are far more chic than macrame wall hangings, mason jar glasses, doily placemats, blush florals and chalkboard signage.John Dolan2. FLOWER CROWNSThese once-favored hair accessories are no longer the sweet, feminine extras we once loved them for. Instead, they hearken back to hazy days at Burning Man, and they're best left there. If you're obsessed, reinvent the wheel and create a headpiece that will look more unique than a basic wreath, use them on your flower girls rather than subjecting your bridesmaids to them, or for a novel idea—skip them altogether; they are not mandatory. Donning a flower crown doesn't look effortless; most of the time it looks like you tried really hard to look like a forest nymph. Instead, think more Frida Kahlo than Coachella for more of a statement hair flower moment, or delicately weave them into your hair in place of where any other hair adornments would typically be. Stick to petite blooms and a smaller scale overall rather than an oversized wreath, and try to incorporate minimal doses of color, choosing tones that complement your hair tone and texture. Corbin Gurkin3. LARGE BRIDAL PARTIESYou will spend your entire wedding day surrounded by your closest family and friends, and odds are they already know how much they mean to you. Trust us, not only would your friends rather wear looks they choose themselves, but your guests would rather not sit through a ceremony that drags on thanks to 10+ couples walking down the aisle before the bride. Your wedding photos will benefit from a variation in your friends' styling, rather than having 7+ women all dressed alike at your side. Instead, ask your closest 1-2 friends, or your sister(s), to stand by your side in a look that complements the feel and color palette of your wedding. Then, ask your closest friends to be on hand for a group photograph. In that larger shot, set your MOH or family apart by seating them or putting them in ivory so that they stand out with you. Christian Oth4. BULBOUS FLOWERS & OVERSIZED BOUQUETSNo shock here, but flowers should look like flowers—not like orbs or furniture. While some of the work designers can achieve with floral installations is a wonder to behold, keep in mind that overly done decor takes away from the intimacy and authenticity of your event. Rather than carry a flower ball down the aisle, opt for a not-as-tightly-packed bouquet, and stick to arrangements that incorporate hints of movement to showcase each bloom, rather than stuffing double the amount of flowers (and therefore, double the money) into a single vessel. Flower-heavy does not have to mean flower-packed. When flowers are tightly placed into tablescapes, decor or bouquets, they simply lose their luster and look like a large-scale texture rather than a collection of blooms. Carrying a smaller clutch of flowers arranged naturally won't overwhelm your dress–or your maid of honor when she has to hold it along with hers for the ceremony. If flower rich is your goal, try an array of arrangements in varying sizes for your tablescapes, and diversify your color palette to create depth and dimension in your decor. Ceremony arches, markers and installations are best kept looking somewhat organic and natural in feel, as is your bouquet–no matter whether your aesthetic is more soft and feminine, glamorous, and over-the-top or dark and moody. Asymmetry and movement is a good thing.Christian Oth5. BLUSH & ROSE GOLD Ask any wedding planner worth their salt, and they'll tell you that ""blush"" is pretty much a curse word at this point. They've simply heard it one too many times, and have exhausted their ideas for pale pink-meets-neutral toned celebrations. It's not that they can't do them, but deep down they're secretly wishing your wedding had more dimension and visual interest.  If you're into blush–we get it, it's gorgeous–include it in a wider color palette. Our favorite way to use it at the moment is in a more unexpected way, by layering it in with jewel tones, greenery and mustards for a rich yet moody feel. Choose a shade with more of a patina; true blush can appear far too feminine and saccharine in the wrong lighting. 42 North6. FAUX CALLIGRAPHYYou want your wedding invitation, table numbers, escort cards and more to be nothing short of elegant, but you may not want to spend on actual calligraphy. Nothing says ""we didn't want to spend money on calligraphy"" like faux calligraphy. Mix and match fonts and pair your invitation with painterly motifs that give the look and feel of a calligraphed invitation, without using a font that aims to imitate it. Script fonts work just as nicely and don't give off that same wannabe feel, while incorporating a serif font that feels strong and chic contrasts well with more artful, romantic and hand-crafted stationery suites. Christian Oth7. THE ROYAL WEDDING OBSESSIONYes, Will and Kate are perfection; Pippa was a dream bride; Meghan Markle bucked tradition and managed to embrace tradition all at the same time. You want it all, except...you're not a royal. While taking slight inspiration here and there from regal celebrations is more than acceptable, totally ripping off bridal looks, decor, or details is not. Everyone attending your wedding has already seen these famous nuptials on the small screen and the internet many times over. The same goes for celebrity celebrations; wearing Amal Clooney's gown or copying Kim and Kanye's flower walls are just that—copies. Your guests are looking to attend your celebration, not a replica of someone else's. Expand your royal vocabulary outside of England; royals from other European countries tend to have weddings that are more vibrant, bold and layered than the Brits. Take hints and details from celebrations you love, like all-lace veils and an overall formality, and incorporate them into a celebration all your own. FIH Fotographie8. NON-KEEPSAKE PHOTOSWedding photographers now feel the need to capture every single detail of the wedding day and its decor, even photos you'll likely never use. Those shots of your dress hanging in a doorway, shots of single candles on your tablescape, drunken dance floor shots, and more take the place of what could be a longer bridal or couple's portrait session, or a shot of you in a candid moment with your friends. Skip the fluff and get to the heart of the matter; it's worth letting your photographers shoot what they know you'll want to keep as a memento for years to come. Rid yourselves of all the excess and edit down to a shot list you really want to achieve on the day-of. Prioritize photos you'll want forever, like a gorgeous photo of you in your wedding gown and of you as a couple. Bruno Rezza9. BAD SIGNAGECheesy signs that take the place of basic directives are just that: cheesy. While they serve their purpose in ensuring guests take an escort card, choose their own seat, enjoy a cocktail, or drop your gifts off, they come off crafty. There are very few truly luxurious ways to spell things out on your wedding day, and we suggest you choose your signage wisely (read: ditch the wood panels and chalkboards). Choose fonts wisely; hard-to-read script that hearkens to the faux calligraphy trend are not the best when trying to get your message across. Instead, try this: Your event staff is there for a reason, and they can easily usher the guests in the right direction. If signs are a necessity, be direct: ""Right This Way"" with an arrow pointing guests toward cocktail hour or ""Take a Seat"" is far more elegant than a pun or a rhyme.Jose Villa10. INEDIBLE DESSERTS AND FAVORSFondant-covered cookies and kitschy trinkets may have seemed like a good idea in the planning process, but your guests will have no idea what to do with them. A hand-painted macaron brushed in luster dust only works if it doesn't coat your mouth in gold and actually tastes good, and a takeaway at the end of the night that isn't something easily enjoyed will likely end up getting tossed. Skip the strange tokens of your appreciation and give guests food and beverage options they're going to want to eat. Wolfgang PuckInstead, try this: Serve desserts that guests can't resist, and then send them home with something they can enjoy as a late night snack (like warm cookies and a spiked milk or a hangover kit full of goodies), a drink they can have as a nightcap (a petite bottle of whiskey with whiskey stones) or something they can have the next morning (artfully packaged bagels and schmear). It only adds to your guests' experience when they can sense that you've thought about the element of surprise along with their wants and needs long after the party. Carrie GoldbergWeddings & Travel DirectorCarrie Goldberg is HarpersBAZAAR.com’s Weddings & Travel Director. She oversees the site’s BAZAAR Bride channel, travel & dining content, and styles fashion and bridal editorials for BAZAAR.com. When she’s not traveling, she spends her free time in her hometown–New York City–where there is no shortage of new places to shop, eat, drink, see and explore."
"13 Fall 2022 Trends Worth Shopping, According to Fashion Insiders","The playful pom-pom adornment has found its way onto shoes, accessories and clothing, lending your spring/summer wardrobe a vacation-ready look. Spotted on the runways of Dolce & Gabbana,Fendi and Gucci, and spearheaded by shoe brandAquazzura, the adornment is one that's adored by the street style set. When wearing a pom-pom piece, you can go for full-on quirky by clashing with graphic printed clothing and embellished accessories, or aim for an air of sophistication by paring your look back with black, white and polished pieces.For more of the trend we're loving this week, head to ourTrending Nowshopping guide on ShopBAZAAR.More From Harper's BAZAAREmma CiufoSenior Content Editor ShopBAZAAREmma Ciufo is the Senior Content Editor at ShopBAZAAR.com, Harper’s BAZAAR’s global ecommerce site. An expat—and digital and fashion devotee—she started her career in Australia, working her way up to the Online Editor job at the local editions of InStyle and Harper’s BAZAAR. After a freelance stint that garnered her a well-stamped passport, Emma moved to New York in 2014 and landed as a digital copywriter at Michael Kors, before calling Hearst her home. When she isn’t starring deep into the eyes of her iPhone 6, she enjoys globetrotting, acting, reading American fiction and spending time in the company of cats."
Prada Makes Fine Jewelry History with Eternal Gold Collection,"From left: Gucci, Bottega Veneta, Prada.Milan fashion shows haven't left us wanting when it comes to fun furs. At Gucci, they came ultra-sleek and in every hue from turquoise to sapphire to grape, while Bottega Veneta and Prada showed shaggier versions on a relaxed parka and a belted coatdress.See more micro-trends from Fashion Week in our series.More From Harper's BAZAARVéronique HylandVéronique Hyland is ELLE’s fashion features director and the author of the book Dress Code. Her work has previously appeared in the New York Times, the New Yorker, W, New York magazine, Harper’s Bazaar, and Condé Nast Traveler."
Kaia Gerber Puts a Model-Off-Duty Spin on the Coastal Grandmother Trend,"From left: Erdem, Chris Benz, Narciso Rodriguez. Designers are laying it on thick for fall — the brushstrokes, that is. Whether it was the Impressionist prints that covered dresses, gloves and shoes at Erdem and Chris Benz, or the bold Abstract Expressionist swaths of color at Narciso Rodriguez, the arty look is big for fall. See more mini-trends from the fall runways.More From Harper's BAZAARVéronique HylandVéronique Hyland is ELLE’s fashion features director and the author of the book Dress Code. Her work has previously appeared in the New York Times, the New Yorker, W, New York magazine, Harper’s Bazaar, and Condé Nast Traveler."
10 Winter 2022 Bag Trends to Start Shopping Now,"Melania Trump has sparked a new, perhaps depressingly inevitable, trend in plastic surgery as some women in the US strive to look like her.Houston-based surgeon Dr. Franklin Rose has reported a rise in the number of clients requesting to replicate the features of the First Lady. He is already known for performing ""Ivanka Trump Makeovers,"" so the increase in Melania surgery comes as no surprise.View full post on InstagramOne client, Claudia Sierra, recently underwent eight procedures to help her look like the former model, including Botox, fillers, liposuction, buttock lifts, revision rhinoplasty and injectable treatments.""I want to feel like the First Lady that I know I am inside,"" Sierra said in a press release on behalf of Dr. Rose. ""Melania for me illustrates power and strength; she is our First Lady and I am looking forward to more closely resembling her and becoming a better version of ME and for it to show on the outside.""One patient's plastic surgery journey will even be documented on the US television show Inside Edition for a program called ""Melania In The Making.""From: Harper's BAZAAR UKElla AlexanderElla Alexander is Harper’s Bazaar's Deputy Digital Editor. She writes across all sections, covering fashion, arts and feminism – from fashion features and shopping galleries to celebrity interviews and long-form opinion pieces. She lives in South London and has an ardent love for Keith Richards, Gary Barlow, AA Gill, George Orwell and Patti Smith (not in order). Her favourite film is The Labyrinth, mostly because of David Bowie, and she is distinguishable through her self-titled ‘Jeremy Corbyn baker boy hat’. 
She recently achieved relative fame after the Clooneys named their twins, Ella and Alexander, after her."
The 10 Winter Nail Trends We Can't Wait to Wear,"On Friday, Justin Bieber announced on Instagram that he is releasing new music at the start of 2020. ""December 24, December 31, January 3...,"" he captioned his post. View full post on InstagramSelena Gomez fans saw Bieber's announcement and took action. On Friday, the hashtag #JANUARYBelongsToRARE  began trending worldwide, in an attempt to promote Gomez's new album, Rare, which will be released on January 10, 2020. The album's tracklist will include the single Gomez wrote about Justin Bieber, ""Lose You to Love Me."" The other tracks include single ""Look at Her Now."" The other tracks are ""Rare,"" ""Dance Again,"" ""Ring,"" ""Vulnerable,"" ""People You Know,"" ""Let Me Get There,"" ""Crowded Room"" ft. 6lack,""Kinda Crazy,"" ""Fun,"" ""Cut You Off,"" and ""A Sweet Place"" ft. Kid Cudi.View full post on InstagramIn October, Gomez told Ryan Seacrest that the first two singles were about getting past her on-again-off-again relationship with Justin Bieber. ""These two songs were me wrapping up a chapter in a pretty little bow,"" she told Seacrest. ""And the rest of the album is just all about where I am now and where I’m going so in my opinion, these are great songs, but I’ve saved the best for later.""Selena Gomez's New StyleOpen GalleryFrom: ELLE USHilary WeaverHilary Weaver is a freelance writer based in New York who writes about politics, queer issues, Meryl Streep, Glenn Close, and every woman the Queen has ever made a dame. I saw Mamma Mia! Here We Go Again three times in theaters, and that's pretty much all you need to know."
Mariah Carey’s Butterfly Jewelry “Is a Major Moment”,"Rihanna brought her enviable date night style to Miami.The superstar has spent the past few days attending Art Basel, and she was spotted enjoying a romantic dinner with her boyfriend A$AP Rocky during the final night of the event. The couple were photographed outside of Carbone in South Beach, where the ""Lift Me Up"" singer wore a stylish spin on body jewelry.Her outfit was comprised of a strapless maxi-length gown made of gauzy sheer fabric, worn with matching black underwear, and strappy black stilletos. She paired the minimalist look with bold accessories, wearing several extra-long gold chains that draped over one shoulder and trailed down to her hip. She also carried a vintage Fendi Baguette bag in a patterned brown python design.As for her beauty look, the ""Umbrella"" singer wore her hair in long romantic waves, paired with bright aquamarine eyeshadow and a bronze metallic lip.305pics//Getty ImagesMeanwhile, Rocky wore a blue and white pinstripe shirt open with a plain white t-shirt underneath, along with gray striped pants, black shoes, and a gray logo beanie from Gucci. He accessorized the look with diamond spike earrings and a diamond choker.The Fenty mogul also stepped out for the first night of the art fair, where she shone in head-to-toe crystals while supporting Rocky at his performance. She wore Khaite's shimmering Argo top with crystals from the spring 2023 collection, paired with matching bedazzled joggers, and the brand's medium Olivia hobo bag in black with clear losange crystals. She finished the look with silver sandals, a diamond necklace, and large black sunglasses.Johnny Nunez//Getty ImagesQuinci LeGardyeQuinci LeGardye is an LA-based freelance writer who covers culture, politics, and mental health through a Black feminist lens. When she isn’t writing or checking Twitter, she’s probably watching the latest K-drama or giving a concert performance in her car."
The 19 Best Ballet Flats That Transcend Shoe Trends,"Usually, when Phoebe Bridgers talks about the moon, she's singing to a group of crying fans (I am, admittedly, one of them) who are mouthing the words to her ""Moon Song."" But last week, she could be found talking about astronomy in a not-heart-wrenching context—while wearing Chanel jewelry inspired by the stars. Standing underneath a crescent moon on a stage in Los Angeles, she introduced the Yeah Yeah Yeahs, who were performing for Chanel’s guests at a dinner celebrating the launch of the 1932 jewelry collection, which is the second one ever released by the brand. The crowd cheered, but the 18-karat Coco Crush earrings and bracelet adorning Bridgers’s earlobes and wrist were beautiful enough that they could have elicited tears (of jealousy). Phoebe Bridgers at the Chanel dinner to celebrate the 1932 high jewelry collection.Pat MartinIt has been 90 years since Gabrielle Chanel designed Bijoux de Diamants, the first high jewelry collection in history. It was created three years after Black Thursday pushed the world into the Great Depression, and Chanel was determined to create something that could shine through the turmoil. The 50-piece collection was made of white and yellow diamonds set in platinum and yellow gold, with 22 pieces inspired by specific constellations. “Nothing could be better for forgetting the crisis than feasting one’s eyes on beautiful new things,” she said of the collection. And so it feels fitting that in 2022, nearly three years after the entire world stood still for the pandemic, the fashion house she built would respond to our somber times with something just as sumptuous.More From Harper's BAZAARThe Yeah Yeah Yeahs performing at the Chanel dinner to celebrate the 1932 high jewelry collection.Pat MartinLike the original Bijoux de Diamants collection, the design of 1932 is harmonized around three symbols: the comet, the moon, and the sun. Chanel muses like Marion Cotillard, Lori Harvey, Greta Lee, and Whitney Peak were in attendance at the West Hollywood celebration, and, like Bridgers, were also layered in pieces from the 1932 collection named after the cosmos. Maggie Rogers at the Chanel dinner to celebrate the 1932 high jewelry collection. Pat MartinSinger Maggie Rogers, who also recently graduated from Harvard’s Divinity School, wore five rings from the collection but said the shooting star Comète ear cuff in 18-karat gold was her favorite. On the Chanel black carpet, Rogers mentioned how she felt a kinship with Gabrielle over her affinity for outer space: “[The cosmos] is something that has always resonated with me and is very apparent and present in my musical work.” Gossip Girl’s Whitney Peak said the collection made her feel like a “superstar” before joking, “I feel like I shouldn’t be wearing it. I don’t know how they let me get away with this!” and then grasping the 1932 Comète Couture necklace in 18-karat gold and diamonds around her neck. Whitney Peak at the Chanel dinner to celebrate the 1932 high jewelry collection.Pat MartinWhile there are 77 pieces in the collection, its signature piece is the Allure Céleste necklace, with round-cut diamonds, an oval sapphire of deep blue, and a weight of 55.5 carats. What makes it extraordinary is its ability to transform: The halos detach to become brooches, and the central row of diamonds becomes a bracelet, converting the necklace into a shorter version. Thirteen other pieces from the 1932 collection also have the ability to transform in a similar manner, allowing the wearer to make new diamond constellations around their wrists and necks.Guests dining at the Chanel dinner to celebrate the 1932 high jewelry collection.Pat MartinMany of the pieces were made without clasps, something Gabrielle Chanel openly disliked. “I detest clasps! I’ve done away with clasps! Yet my jewelry is transformable,” she said in an interview in 1932 after the “Bijoux de Diamants” exhibition. She strived to design pieces that offered flexibility to busy women with full lives, and that didn’t impede their freedom. And as the jewelry-spangled guests left their cares behind to dance under a canopy of baby’s breath, it was evident that the new 1932 collection stays true to her vision.Tara GonzalezTara Gonzalez is the Senior Fashion Editor at Harper’s Bazaar. Previously, she was the style writer at InStyle, founding commerce editor at Glamour, and fashion editor at Coveteur."
Katie Holmes Is Fully Embracing Fall's Latest Pants Trend,"Prada has never done things by the book. The brand has been creating the world's most desirable fashion pieces since their start over one hundred years ago, going from making humble leather goods to being one of the biggest privately owned brands in the world. Now, the brand is expanding on their aesthetic universe with a daring introduction into fine jewelry. The inaugural collection, titled ETERNAL GOLD, marks both a commitment to beauty and to sustainable, circular fashion.Maya Hawke for ETERNAL GOLDDavid SimsAs Prada's first-ever fine jewelry offering, ETERNAL GOLD is a first in many aspects. It's also the world's first fine jewelry collection made entirely with recycled gold, collected using the industry's most rigorous standards set by the Responsible Jewelry Council. Prada is also the first company to expand on diamond traceability, making every single carat count traceable down to its origins. The complete transparency of every material used in their jewelry, from sourcing to cutting to setting, is a radical step in the direction of honest production for an otherwise murky process. Somi Jeon for ETERNAL GOLDDavid SimsThe jewelry is a reflection of Prada's impact on the industry and a continuation of their efforts to creating beautiful objects that stands the test of time, as all fine jewelry should. ETERNAL GOLD is rife with Pradaisms, with the instantly recognizable Prada triangle rendered as sleek earrings and pendants, but also imbued in clasp closures, and more subtly, in chain links and as the head and tail of the snake bracelet.  The snake bracelet itself may at first recall other serpent bracelets, but finds its own voice with the sneaky Prada triangle and smooth, unvarnished gold. Heart pendants take on an edgy effect with the triangle chainlink it sits on.More From Harper's BAZAARCourtesyCourtesyPrada chose three voices of our time to don this foundational collection, representing where Prada is now and where it can go. Amanda Gorman, award-winning poet and activist, Maya Hawke, singer/songwriter, actress, and model, and Somi Jeon, musician, become one with the gold, immortalized in gold negative renderings by David Sims. The jewelry and its campaign represent the future of a wholly responsible planet that isn't sacrificing purity and beauty at its demise. The act of both looking good and doing good is something all brands should aim toward.From: ELLE USKevin LeBlancKevin LeBlanc is the Fashion Associate at ELLE Magazine. He covers fashion news, trends, and anything to do with Robyn Rihanna Fenty."
Carly Cushnie Collaborates on a Sweet Aquamarine Jewelry Collection,"If looking stylish in sneakers and your boyfriend's button-down is a skill set, Kaia Gerber is the master.Yesterday, the model was seen walking around Los Angeles looking comfortable in an effortlessly cool ensemble that brought to mind the now-viral coastal grandmother trend. The outfit consisted of an oversized striped gray button-down, a cropped white tank top, and loose-fitting black trousers. She finished the look with the black Adidas sneakers every model seems to be wearing, a green handbag, and brown oval sunglasses.Gerber wore no makeup and kept her straight her down for the outing.BACKGRIDWhen she's not looking glamorous on the Cannes Film Festival red carpet with boyfriend Austin Butler, Gerber is showing off her relaxed model-off-duty style on low-key dates.For a screening of Elvis in New York City this June, Gerber looked casual but chic in a navy top, black miniskirt, and matching leather blazer. She finished the look with a pair of high socks and white sneakers, and accessorized with her green shoulder bag and black Ray-Ban sunglasses. And on a lunch date with Butler this August, the model wore an open cobalt blue button-down over a cropped tank in the same hue, relaxed black trousers, and her go-to black Adidas sneakers. She accessorized with the same oval sunglasses and green handbag she carried yesterday, along with diamond stud earrings.This week, the stylish star released her own collection of wardrobe essentials with Zara (available to shop since October 4). The drop includes more than 30 pieces, including leather trenches, white tanks, and slouchy trousers—very on brand for Gerber.Now, the model is also stepping into acting. Earlier this year, she announced she landed a part in the Apple TV+ series Mrs. American Pie, which is set to be released later this year.  Rosa SanchezRosa Sanchez is the senior news editor at Harper's Bazaar, working on news as it relates to entertainment, fashion, and culture. Previously, she was a news editor at ABC News and, prior to that, a managing editor of celebrity news at American Media. She has also written features for Rolling Stone, Teen Vogue, Forbes, and The Hollywood Reporter, among other outlets."
